slevel,grad,Di,MAPKpp,MAPKpp[0],MAPKpp[1],MI,Scyto[0],Scyto[1],Smem[0],Smem[1],Stot,StotNative,StotNone,StotOE,StotOpt,Sves[0],Sves[1],dX,dtzero,gdm,l,maxdose,numiter,p2,p3a,p3b,p3c,p3d,p3e,p4a,p4b,p4n,p5,tp
StotOpt,0.641025641026,0.0001,0.700707463667,0.00637381281324,0.00637548191465,3.06329200179,3.14638009232,3.14637415109,0.0841110587025,0.084124568384,3.3,1.5,0.0,42.0,3.3,0.0694937582907,0.0695163712187,0.0001,4.7518581521e-10,5.44871794872e-07,0.6,0.0085,1,0.89,0.00088,0.48,2.1,0.02,1.5,0.001,6.5,50,7.7,0.5
StotOpt,0.666666666667,0.0001,0.712990255156,0.00648554978663,0.00648722897263,2.96326941484,3.14074634099,3.14074021152,0.0871555061627,0.0871694880306,3.3,1.5,0.0,42.0,3.3,0.072082669613,0.0721057836866,0.0001,4.8907768134e-10,5.66666666667e-07,0.6,0.0085,1,0.89,0.00088,0.48,2.1,0.02,1.5,0.001,6.5,50,7.7,0.5
StotOpt,0.692307692308,0.0001,0.724712226644,0.00659218583897,0.00659387289379,2.86689055202,3.13518050836,3.13517420456,0.0901800670212,0.0901945175098,3.3,1.5,0.0,42.0,3.3,0.0746235531994,0.0746471493498,0.0001,5.04071952442e-10,5.88461538462e-07,0.6,0.0085,1,0.89,0.00088,0.48,2.1,0.02,1.5,0.001,6.5,50,7.7,0.5
StotOpt,0.717948717949,0.0001,0.735900040305,0.00669396354607,0.00669565621769,2.77370560733,3.1296805243,3.1296740503,0.0931851115864,0.0932000264642,3.3,1.5,0.0,42.0,3.3,0.0771181152889,0.0771421720595,0.0001,5.21280150781e-10,6.10256410256e-07,0.6,0.0085,1,0.89,0.00088,0.48,2.1,0.02,1.5,0.001,6.5,50,7.7,0.5
StotOpt,0.74358974359,0.0001,0.746579443056,0.00679111716163,0.00679281315289,2.6833127405,3.12424438479,3.12423772538,0.0961709958841,0.0961863704181,3.3,1.5,0.0,42.0,3.3,0.0795680142488,0.0795925092775,0.0001,5.26033716586e-10,6.32051282051e-07,0.6,0.0085,1,0.89,0.00088,0.48,2.1,0.02,1.5,0.001,6.5,50,7.7,0.5
StotOpt,0.769230769231,0.0001,0.756775146307,0.00688387097625,0.00688556903018,2.59702365232,3.11887012895,3.11886331128,0.0991380617235,0.0991538930606,3.3,1.5,0.0,42.0,3.3,0.0819748416682,0.0819997633145,0.0001,5.33004759912e-10,6.53846153846e-07,0.6,0.0085,1,0.89,0.00088,0.48,2.1,0.02,1.5,0.001,6.5,50,7.7,0.5
StotOpt,0.794871794872,0.0001,0.766510796001,0.00697244029248,0.00697413878233,2.51389390891,3.11355590508,3.11354893426,0.10208664024,0.102102924675,3.3,1.5,0.0,42.0,3.3,0.0843401314485,0.0843654643041,0.0001,5.61543190142e-10,6.75641025641e-07,0.6,0.0085,1,0.89,0.00088,0.48,2.1,0.02,1.5,0.001,6.5,50,7.7,0.5
StotOpt,0.820512820513,0.0001,0.775808988678,0.00705703074969,0.00705872791149,2.43343052309,3.10829993757,3.10829279609,0.105017051276,0.105033784335,3.3,1.5,0.0,42.0,3.3,0.0866653523124,0.0866910784243,0.0001,5.54916956136e-10,6.97435897436e-07,0.6,0.0085,1,0.89,0.00088,0.48,2.1,0.02,1.5,0.001,6.5,50,7.7,0.5
StotOpt,0.846153846154,0.0001,0.784691179747,0.00713783726578,0.00713953187857,2.35614613058,3.10310051318,3.10309320657,0.107929603518,0.107946781697,3.3,1.5,0.0,42.0,3.3,0.0889518941331,0.0889780008962,0.0001,5.70908487568e-10,7.19230769231e-07,0.6,0.0085,1,0.89,0.00088,0.48,2.1,0.02,1.5,0.001,6.5,50,7.7,0.5
StotOpt,0.871794871795,0.0001,0.793177771974,0.00721504525123,0.00721673649916,2.28230689316,3.09795599941,3.09794854876,0.110824595912,0.110842216629,3.3,1.5,0.0,42.0,3.3,0.0912010798781,0.091227559403,0.0001,5.71960959289e-10,7.41025641026e-07,0.6,0.0085,1,0.89,0.00088,0.48,2.1,0.02,1.5,0.001,6.5,50,7.7,0.5
StotOpt,0.897435897436,0.0001,0.801288146538,0.0072888311168,0.00729051800091,2.21137749487,3.0928648578,3.0928572596,0.113702319469,0.113720378644,3.3,1.5,0.0,42.0,3.3,0.0934141729507,0.09344101154,0.0001,5.81460564697e-10,7.62820512821e-07,0.6,0.0085,1,0.89,0.00088,0.48,2.1,0.02,1.5,0.001,6.5,50,7.7,0.5
StotOpt,0.923076923077,0.0001,0.80904065145,0.00735936187053,0.0073610432158,2.14289103415,3.08782561365,3.08781786438,0.116563055559,0.116581549805,3.3,1.5,0.0,42.0,3.3,0.0955923651353,0.0956195514711,0.0001,5.84222444033e-10,7.84615384615e-07,0.6,0.0085,1,0.89,0.00088,0.48,2.1,0.02,1.5,0.001,6.5,50,7.7,0.5
StotOpt,0.948717948718,0.0001,0.816452670138,0.00742679551446,0.00742847043132,2.0770034201,3.08283686361,3.08282895639,0.119407078034,0.119426003476,3.3,1.5,0.0,42.0,3.3,0.0977367879267,0.0977643105646,0.0001,6.01307523357e-10,8.0641025641e-07,0.6,0.0085,1,0.89,0.00088,0.48,2.1,0.02,1.5,0.001,6.5,50,7.7,0.5
StotOpt,0.974358974359,0.0001,0.823540656317,0.00749128175324,0.00749294931639,2.01346633414,3.07789726592,3.07788920118,0.122234652458,0.122254005963,3.3,1.5,0.0,42.0,3.3,0.0998485126522,0.09987636182,0.0001,6.13573356983e-10,8.28205128205e-07,0.6,0.0085,1,0.89,0.00088,0.48,2.1,0.02,1.5,0.001,6.5,50,7.7,0.5
StotOpt,1.0,0.0001,0.830320177541,0.00755296175298,0.00755462195476,1.9531785738,3.07300553446,3.07299733537,0.12504603733,0.12506581607,3.3,1.5,0.0,42.0,3.3,0.101928553634,0.10195672314,0.0001,6.23183452619e-10,8.5e-07,0.6,0.0085,1,0.89,0.00088,0.48,2.1,0.02,1.5,0.001,6.5,50,7.7,0.5
