Input,lbl,slevel,MAPKpp,MI,p4a,p4b,p4m,p4n
0.09081632653061224,highsig,StotOE,0.997543637901699,6.6463254888714145,0.003,6.5,150.0,0
0.11102040816326529,highsig,StotOE,0.9990809896448322,4.582433779868349,0.003,6.5,150.0,0
0.13122448979591836,highsig,StotOE,0.9910038552117703,3.223445344235664,0.003,6.5,150.0,0
0.15142857142857144,highsig,StotOE,0.9779210908112995,2.262711592125517,0.003,6.5,150.0,0
0.1716326530612245,highsig,StotOE,0.9622215512839513,1.5488324791594537,0.003,6.5,150.0,0
0.19183673469387755,highsig,StotOE,0.9452265852617616,0.9994536336391245,0.003,6.5,150.0,0
0.2120408163265306,highsig,StotOE,0.9277033478707856,0.5672014299008739,0.003,6.5,150.0,0
0.23224489795918368,highsig,StotOE,0.9101127573761671,0.22137359475562562,0.003,6.5,150.0,0
0.2524489795918367,highsig,StotOE,0.8927377177239924,-0.058738836874526544,0.003,6.5,150.0,0
0.2726530612244898,highsig,StotOE,0.8757533623533917,-0.28696597674311625,0.003,6.5,150.0,0
0.29285714285714287,highsig,StotOE,0.8592674726099558,-0.474836952155764,0.003,6.5,150.0,0
0.3130612244897959,highsig,StotOE,0.8433447326114332,-0.630661773562862,0.003,6.5,150.0,0
0.333265306122449,highsig,StotOE,0.8280218167312821,-0.7602244937956698,0.003,6.5,150.0,0
0.35346938775510206,highsig,StotOE,0.8133170669685589,-0.8678863747072756,0.003,6.5,150.0,0
0.3736734693877551,highsig,StotOE,0.7992368662846538,-0.9589619794530447,0.003,6.5,150.0,0
0.39387755102040817,highsig,StotOE,0.7857799342512508,-1.0364436466453708,0.003,6.5,150.0,0
0.4140816326530612,highsig,StotOE,0.7729402842703501,-1.101156850290193,0.003,6.5,150.0,0
0.4342857142857143,highsig,StotOE,0.7607093024851085,-1.1553799369869246,0.003,6.5,150.0,0
0.45448979591836736,highsig,StotOE,0.749077243336722,-1.2019756269282043,0.003,6.5,150.0,0
0.4746938775510204,highsig,StotOE,0.7380343284102157,-0.6337279858632641,0.003,6.5,150.0,0
0.49489795918367346,highsig,StotOE,0.7275716287920442,-0.6907741254747973,0.003,6.5,150.0,0
0.5151020408163265,highsig,StotOE,0.7176817115891635,-1.3000902269184957,0.003,6.5,150.0,0
0.5353061224489796,highsig,StotOE,0.708359233683064,-1.3219714815514556,0.003,6.5,150.0,0
0.5555102040816327,highsig,StotOE,0.6996015288748477,-1.3384327046203297,0.003,6.5,150.0,0
0.5757142857142857,highsig,StotOE,0.6914091278447804,-1.35082465937841,0.003,6.5,150.0,0
