Smem,Bell,Constant,Rising,Falling
1.94,0.2781892463719451,0.3,0.9320799999999999,0.2704146118625953
1.95,0.2757178289429324,0.3,0.9368799999999999,0.2678506955923137
1.96,0.27324251550590006,0.3,0.94168,0.2652839537462009
1.97,0.2707642092884667,0.3,0.94648,0.26271494844958054
1.98,0.2682837979672947,0.3,0.9512799999999999,0.2601442438183902
1.99,0.2658021532651251,0.3,0.9560799999999999,0.257572405464794
2.0,0.2633201305763749,0.3,0.96088,0.255
2.0100000000000002,0.26083856862116384,0.3,0.9656800000000001,0.2524275945352059
2.02,0.25835828912757564,0.3,0.97048,0.24985575618160988
2.0300000000000002,0.25588009654189925,0.3,0.97528,0.24728505155041933
2.04,0.2534047777665507,0.3,0.98008,0.2447160462537991
2.05,0.2509331019253119,0.3,0.9848799999999999,0.24214930440768637
2.06,0.24846582015548757,0.3,0.98968,0.2395853881374047
2.07,0.2460036654265268,0.3,0.9944799999999999,0.23702485708699403
2.08,0.24354735238461503,0.3,0.99928,0.23446826793316136
2.09,0.24109757722270928,0.3,1.0040799999999999,0.23191617390474756
2.1,0.23865501757544097,0.3,1.00888,0.2293691243085806
2.11,0.2362203324382908,0.3,1.01368,0.22682766406257318
2.12,0.23379416211039664,0.3,1.01848,0.22429233323689207
2.13,0.2313771281603399,0.3,1.02328,0.22176366660400865
2.14,0.22896983341421923,0.3,1.02808,0.21924219319840518
2.15,0.22657286196531115,0.3,1.03288,0.21672843588668855
2.16,0.22418677920458516,0.3,1.03768,0.21422291094882365
2.17,0.22181213187133772,0.3,1.0424799999999999,0.21172612767117222
2.18,0.2194494481231831,0.3,1.04728,0.20923858795198005
2.19,0.21709923762464076,0.3,1.05208,0.2067607859199237
2.2,0.21476199165353776,0.3,1.05688,0.20429320756628408
2.21,0.21243818322445138,0.3,1.06168,0.20183633039127943
2.22,0.21012826722840056,0.3,1.06648,0.1993906230650423
2.23,0.2078326805880057,0.3,1.07128,0.19695654510369007
2.24,0.2055518424273253,0.3,1.0760800000000001,0.19453454656088848
2.25,0.20328615425559105,0.3,1.08088,0.19212506773527055
2.2600000000000002,0.20103600016405718,0.3,1.08568,0.18972853889402344
2.27,0.19880174703519643,0.3,1.09048,0.18734538001291695
2.2800000000000002,0.19658374476347282,0.3,1.09528,0.18497600053299773
2.29,0.19438232648693976,0.3,1.10008,0.18262079913413531
2.3000000000000003,0.19219780882891574,0.3,1.10488,0.18028016352555515
2.31,0.19003049214900744,0.3,1.10968,0.17795447025345829
2.32,0.18788066080275934,0.3,1.11448,0.1756440845257769
2.33,0.1857485834092269,0.3,1.11928,0.17334936005407983
2.34,0.18363451312578405,0.3,1.12408,0.17107063891259658
2.35,0.1815386879294912,0.3,1.1288799999999999,0.16880825141428904
2.36,0.17946133090437177,0.3,1.1336799999999998,0.16656251600386515
2.37,0.17740265053395615,0.3,1.13848,0.16433373916758423
2.38,0.17536284099847907,0.3,1.1432799999999999,0.16212221535967558
2.39,0.17334208247612684,0.3,1.14808,0.1599282269451498
2.4,0.17134054144775906,0.3,1.15288,0.15775204415875602
2.41,0.1693583710045411,0.3,1.15768,0.15559392507980024
2.42,0.167395711157952,0.3,1.16248,0.15345411562251696
2.43,0.16545268915164527,0.3,1.16728,0.15133284954165183
2.44,0.1635294197746679,0.3,1.17208,0.14923034845289304
2.45,0.16162600567555693,0.3,1.17688,0.14714682186775915
2.46,0.15974253767685953,0.3,1.1816799999999998,0.14508246724253465
2.47,0.15787909508963796,0.3,1.18648,0.14303747004081785
2.48,0.15603574602754638,0.3,1.19128,0.1410120038092332
2.49,0.15421254772008244,0.3,1.19608,0.1390062302658381
2.5,0.15240954682463986,0.3,1.20088,0.13702029940074456
2.5100000000000002,0.15062677973700608,0.3,1.20568,0.13505434958845777
2.52,0.14886427289997076,0.3,1.21048,0.1331085077114292
2.5300000000000002,0.14712204310972818,0.3,1.2152800000000001,0.13118288929430483
2.54,0.1454000978197773,0.3,1.22008,0.12927759864835048
2.5500000000000003,0.1436984354420402,0.3,1.22488,0.12739272902552176
2.56,0.14201704564494017,0.3,1.2296799999999999,0.12552836278165042
2.57,0.14035590964819486,0.3,1.2344799999999998,0.12368457154820953
2.58,0.13871500051410132,0.3,1.23928,0.12186141641212425
2.59,0.13709428343510371,0.3,1.2440799999999999,0.12005894810309403
2.6,0.13549371601745083,0.3,1.24888,0.118277207187892
2.61,0.13391324856076955,0.3,1.25368,0.11651622427111653
2.62,0.13235282433338977,0.3,1.25848,0.11477602020186779
2.63,0.1308123798432787,0.3,1.26328,0.11305660628583569
2.64,0.12929184510444894,0.3,1.26808,0.11135798450228543
2.65,0.1277911438987253,0.3,1.27288,0.109680147725443
2.66,0.12631019403276247,0.3,1.27768,0.1080230799497847
2.67,0.12484890759022449,0.3,1.2824799999999998,0.10638675651875228
2.68,0.12340719117904225,0.3,1.28728,0.10477114435642002
2.69,0.12198494617368437,0.3,1.29208,0.10317620220165803
2.7,0.12058206895238008,0.3,1.29688,0.10160188084434267
2.71,0.11919845112925087,0.3,1.30168,0.10004812336318447
2.72,0.11783397978131106,0.3,1.30648,0.09851486536475158
2.73,0.11648853767031267,0.3,1.31128,0.09700203522328694
2.74,0.11516200345941366,0.3,1.3160800000000001,0.09550955432092655
2.75,0.11385425192466302,0.3,1.3208799999999998,0.09403733728794642
2.7600000000000002,0.11256515416129824,0.3,1.32568,0.0925852922426761
2.77,0.11129457778486401,0.3,1.3304799999999999,0.09115332103073713
2.7800000000000002,0.11004238712716297,0.3,1.33528,0.08974131946327552
2.79,0.1088084434270613,0.3,1.34008,0.08834917755387779
2.8000000000000003,0.10759260501617304,0.3,1.34488,0.08697677975387179
2.81,0.10639472749945818,0.3,1.34968,0.08562400518573257
2.82,0.10521466393076943,0.3,1.35448,0.08429072787432675
2.83,0.10405226498339387,0.3,1.35928,0.08297681697574641
2.84,0.10290737911563524,0.3,1.36408,0.081682137003498
2.85,0.10177985273148936,0.3,1.3688799999999999,0.08040654805182625
2.86,0.10066953033647032,0.3,1.3736799999999998,0.07914990601597091
2.87,0.09957625468864514,0.3,1.37848,0.07791206280916492
2.88,0.09849986694494305,0.3,1.3832799999999998,0.0766928665762014
2.89,0.09744020680280334,0.3,1.38808,0.07549216190340692
2.9,0.09639711263723327,0.3,1.39288,0.07430979002487643
2.91,0.09537042163334603,0.3,1.39768,0.07314558902483462
2.92,0.09435996991445438,0.3,1.40248,0.07199939403600578
2.93,0.09336559266579487,0.3,1.40728,0.07087103743388272
2.94,0.09238712425396169,0.3,1.41208,0.06976034902680188
2.95,0.09142439834212776,0.3,1.41688,0.06866715624173958
2.96,0.09047724800113612,0.3,1.4216799999999998,0.0675912843057594
2.97,0.08954550581654074,0.3,1.42648,0.06653255642304884
2.98,0.08862900399168203,0.3,1.4312799999999999,0.06549079394749614
2.99,0.08772757444687784,0.3,1.43608,0.06446581655076686
