Input,slevel,MAPKpp,MI,Smem[0],Smem[1],gdm
0.29285714285714287,StotOE,0.8592674726281563,-0.45014017085682617,0.6735418212131649,0.6737345009579162,8.500000000000001e-07
0.3130612244897959,StotOE,0.8433447336544155,-0.6177738304145127,0.7117813068191609,0.7119718076334928,8.500000000000001e-07
0.333265306122449,StotOE,0.8280218188362153,-0.7577318486816609,0.749601093928822,0.7497897720627337,8.500000000000001e-07
0.35346938775510206,StotOE,0.813317070116595,-0.8735178190765157,0.7870769532728504,0.7872641977968633,8.500000000000001e-07
0.3736734693877551,StotOE,0.7992368704448451,-0.9689007258975507,0.8242821814494302,0.8244683599858713,8.500000000000001e-07
0.39387755102040817,StotOE,0.7857799393916348,-1.0479905935897298,0.8612885333440728,0.8614740118734122,8.500000000000001e-07
0.4140816326530612,StotOE,0.7729402903418064,-1.1125023732263604,0.8981671368966158,0.8983522845886412,8.500000000000001e-07
0.4342857142857143,StotOE,0.760709309442445,-1.164631092756674,0.9349893902992557,0.9351745430729539,8.500000000000001e-07
0.45448979591836736,StotOE,0.7490772418235937,-0.5644322593901256,0.9718273503807339,0.9720137454985115,8.500000000000001e-07
0.4746938775510204,StotOE,0.7380343449228993,-1.238812520993313,1.0087568238813382,1.0089431478653552,8.500000000000001e-07
0.49489795918367346,StotOE,0.7275716458840736,-1.263932082430355,1.045854024073083,1.0460415419813915,8.500000000000001e-07
0.5151020408163265,StotOE,0.7176817216334074,-1.2825060411086475,1.0832008524877463,1.0833900239907561,8.500000000000001e-07
0.5353061224489796,StotOE,0.7083592442657177,-1.2941575866530086,1.1208839566577562,1.1210751973241306,8.500000000000001e-07
0.5555102040816327,StotOE,0.6996015400906181,-1.3000028481296508,1.158996303362775,1.159190135035434,8.500000000000001e-07
0.5757142857142857,StotOE,0.691409139615235,-1.3010065115810192,1.1976387239599895,1.1978357125370738,8.500000000000001e-07
0.5959183673469388,StotOE,0.6837863676127338,-1.2963176034252764,1.2369215403610514,1.237122275414097,8.500000000000001e-07
0.6161224489795918,StotOE,0.6767420084187102,-1.286963017451991,1.2769664032800288,1.2771715851054666,8.500000000000001e-07
0.6363265306122449,StotOE,0.6702900836020678,-1.2719119930045963,1.317908523275083,1.3181189293064166,8.500000000000001e-07
0.656530612244898,StotOE,0.6644507720296141,-0.9219695129335073,1.3598984269338197,1.3601163078216139,8.500000000000001e-07
0.676734693877551,StotOE,0.6592515598648055,-1.222398153771868,1.4031082168488334,1.4033317013391493,8.500000000000001e-07
0.6969387755102041,StotOE,0.6547285008945187,-1.1851241352851325,1.4477275194582342,1.4479591031844627,8.500000000000001e-07
0.7171428571428571,StotOE,0.6509278562516515,-1.1364493078444313,1.4939735575489093,1.494214517728183,8.500000000000001e-07
0.7373469387755102,StotOE,0.6479078372904149,-1.0712696485356863,1.5420903368435281,1.5423421503801522,8.500000000000001e-07
0.7575510204081632,StotOE,0.645740495435091,-0.9740967976566868,1.5923509955125714,1.5926152258623143,8.500000000000001e-07
0.7777551020408163,StotOE,0.6445134342785201,-0.7782538852487026,1.6450567024229843,1.6453353074080779,8.500000000000001e-07
0.7979591836734694,StotOE,0.6443307700461054,0.5967737510174767,1.7005299407926553,1.7008276355018621,8.500000000000001e-07
0.8181632653061224,StotOE,0.6453122611217049,0.9656566748709688,1.759105510634391,1.7594218789490832,8.500000000000001e-07
0.8383673469387755,StotOE,0.6475888009716594,1.1149603955537055,1.8210954600522962,1.821432026297727,8.500000000000001e-07
0.8585714285714285,StotOE,0.6512916497290397,1.2277725381244529,1.8867471702791776,1.887105199749134,8.500000000000001e-07
0.8787755102040816,StotOE,0.6565326776709335,1.3215933075530073,1.9561744260334242,1.9565543187920542,8.500000000000001e-07
0.8989795918367347,StotOE,0.6633746449775221,1.3976959053498892,2.0292747932896016,2.029675264087156,8.500000000000001e-07
0.9191836734693878,StotOE,0.6717959255520042,1.454827923402219,2.1056562789436595,2.106074486061047,8.500000000000001e-07
0.9393877551020408,StotOE,0.681662114274669,1.4890984701294605,2.1846156086262662,2.185046877838877,8.500000000000001e-07
0.9595918367346938,StotOE,0.6927214174994498,1.4970584350705256,2.265202612605936,2.2656410418078696,8.500000000000001e-07
0.9797959183673469,StotOE,0.7046331643731899,1.4792770908783286,2.346366651189454,2.3468062254478945,8.500000000000001e-07
1.0,StotOE,0.7170205991248708,1.4394567877491034,2.4271287934572108,2.427564445580783,8.500000000000001e-07
