MI,StotNative,StotOE
2.78391959798995,4.255494733948825e-221,0.0005755719947654822
2.834170854271357,3.7109443897440723e-203,0.000356429258680941
2.884422110552764,5.585425450539071e-186,0.00021689917029029816
2.934673366834171,1.4509936016050904e-169,0.000129701367144046
2.984924623115578,6.505971545851083e-154,7.621233945913601e-05
3.035175879396985,5.03496256807798e-139,4.40040539178484e-05
3.085427135678392,6.725394389761832e-125,2.496547790666927e-05
3.1356783919597992,1.5505175731974695e-111,1.3917477901779662e-05
3.1859296482412063,6.169827938164314e-99,7.623401348993635e-06
3.2361809045226133,4.237471957531466e-87,4.102977830969625e-06
3.2864321608040203,5.023171963040435e-76,2.1697347264730494e-06
3.3366834170854274,1.02774809233295e-65,1.1273700424540454e-06
3.3869346733668344,3.6293824686027376e-56,5.755384494999439e-07
3.4371859296482414,2.2121583907242237e-47,2.8868626045929267e-07
3.4874371859296485,2.3272183139782988e-39,1.422715283965979e-07
3.5376884422110555,4.2256688227350173e-32,6.888845238343535e-08
3.5879396984924625,1.324314745141593e-25,3.277238710718558e-08
3.6381909547738696,7.163485920727444e-20,1.5317920775917076e-08
3.6884422110552766,6.687983189373302e-15,7.034265055892918e-09
3.7386934673366836,1.0777167626968973e-10,3.1736721118073466e-09
3.7889447236180906,2.997528014676801e-07,1.406783331764503e-09
3.8391959798994977,0.00014393509316518082,6.126490584890038e-10
3.8894472361809047,0.01195613030393922,2.621280108370464e-10
3.9396984924623117,0.17497071475196765,1.1018691781427081e-10
3.9899497487437188,0.5243206639100717,4.550504381946137e-11
4.040201005025127,0.6490241930113684,1.846290377513619e-11
4.090452261306533,0.7076940518384438,7.359522124507831e-12
4.140703517587941,0.7710846884859011,2.882083986322503e-12
4.190954773869347,0.894012279990134,1.1088413570281459e-12
4.241206030150755,1.0591799934558843,4.191180902791666e-13
4.291457286432161,1.4271019249059422,1.55634589376594e-13
4.341708542713569,3.0329042964766293,5.67776169018495e-14
4.391959798994975,5.830429103434546,2.0349239059716005e-14
4.442211055276383,4.104350049625061,7.165027934399461e-15
4.492462311557789,0.6894246305970169,2.478478091608105e-15
4.542713567839197,0.023138012961365962,8.422647019826846e-16
4.592964824120603,0.00014447154385366625,2.811948262266794e-16
4.643216080402011,1.627295307106156e-07,9.222744944552291e-17
4.693467336683417,3.2565487865025653e-11,2.9717084723536695e-17
4.743718592964825,1.1480222894239572e-15,9.406853166925291e-18
4.793969849246231,7.091929935136692e-21,2.9253225169135144e-18
4.844221105527639,7.650578353508258e-27,8.937035336295373e-19
4.894472361809045,1.4377726112751298e-33,2.6822710986219265e-19
4.944723618090453,4.698815866140982e-41,7.908616469721196e-20
4.994974874371859,2.666940439352436e-49,2.2907949499011515e-20
5.045226130653267,2.626143811384021e-58,6.5186702820195705e-21
5.0954773869346734,4.482802865503732e-68,1.822292864364713e-21
5.145728643216081,1.3256230203460704e-78,5.00452646560066e-22
5.1959798994974875,6.787255567277522e-90,1.3501834527396602e-22
5.246231155778895,6.014179184324176e-102,3.5785483620974546e-23
5.296482412060302,9.219390981969404e-115,9.317613377231121e-24
5.3467336683417095,2.444178634401254e-128,2.3833375480876646e-24
5.396984924623116,1.120341568379784e-142,5.988925456406805e-25
5.4472361809045236,8.876749773822178e-158,1.4784075514808945e-25
5.49748743718593,1.215506279296584e-173,3.585261165488774e-26
5.547738693467338,2.8759809668024557e-190,8.541384008410396e-27
5.597989949748744,1.1756460522520524e-207,1.9990147867022206e-27
5.648241206030152,8.301832578521473e-226,4.5960376005211705e-28
5.698492462311558,1.0125831487226698e-244,1.0380791331937434e-28
5.748743718592966,2.1330732077993864e-264,2.3033301919302703e-29
5.798994974874372,7.760035397855504e-285,5.020654471600451e-30
5.84924623115578,4.874991021078638e-306,1.0750840480377617e-30
5.899497487437186,0.0,2.261528279058564e-31
5.949748743718594,0.0,4.673462153454616e-32
6.0,0.0,9.487507531927736e-33
