MI,StotNative,StotOE
-4.0,0.0,1.7639966520781936e-12
-3.949748743718593,0.0,4.580648095103927e-12
-3.899497487437186,0.0,1.1685543151600901e-11
-3.849246231155779,0.0,2.928635044600403e-11
-3.798994974874372,0.0,7.210703647137959e-11
-3.748743718592965,0.0,1.7441660930035174e-10
-3.698492462311558,0.0,4.144743855313973e-10
-3.648241206030151,0.0,9.67629705663385e-10
-3.5979899497487438,0.0,2.2193429725794532e-09
-3.5477386934673367,0.0,5.00087051334853e-09
-3.4974874371859297,0.0,1.1070700880954636e-08
-3.4472361809045227,0.0,2.4077725368861773e-08
-3.3969849246231156,0.0,5.1448095664383076e-08
-3.3467336683417086,0.0,1.0800391787240739e-07
-3.2964824120603016,0.0,2.2275584815371654e-07
-3.2462311557788945,0.0,4.513790156884797e-07
-3.1959798994974875,0.0,8.986275558764968e-07
-3.1457286432160805,0.0,1.757712852297857e-06
-3.0954773869346734,0.0,3.377924452176161e-06
-3.0452261306532664,0.0,6.378080692087817e-06
-2.9949748743718594,0.0,1.1832397165916152e-05
-2.9447236180904524,0.0,2.156766063796456e-05
-2.8944723618090453,0.0,3.86265759404894e-05
-2.8442211055276383,0.0,6.797167186586514e-05
-2.7939698492462313,0.0,0.00011752612340647888
-2.7437185929648242,0.0,0.0001996697276526056
-2.693467336683417,0.0,0.0003333255211012571
-2.64321608040201,0.0,0.0005467782015990047
-2.592964824120603,0.0,0.0008813501893262596
-2.542713567839196,0.0,0.0013960134466647581
-2.492462311557789,0.0,0.0021729231609350775
-2.442211055276382,0.0,0.0033237131294567928
-2.391959798994975,0.0,0.004996187778516241
-2.341708542713568,0.0,0.007380787691824056
-2.291457286432161,0.0,0.010715914040026652
-2.241206030150754,0.0,0.015290909479389126
-2.190954773869347,0.0,0.02144526384049992
-2.14070351758794,0.0,0.029562511279822668
-2.090452261306533,0.0,0.040057385720783587
-2.040201005025126,0.0,0.05335516858486248
-1.9899497487437183,0.0,0.06986283527921618
-1.9396984924623113,0.0,0.08993257733966784
-1.8894472361809043,0.0,0.1138194777769797
-1.8391959798994972,0.0,0.14163641400565982
-1.7889447236180902,0.0,0.1733104629974399
-1.7386934673366832,0.0,0.2085459588071077
-1.6884422110552761,0.0,0.24679967748450543
-1.6381909547738691,0.0,0.2872732218328455
-1.587939698492462,0.0,0.32892646750463544
-1.537688442211055,0.0,0.37051396266057096
-1.487437185929648,0.0,0.4106436403992571
-1.437185929648241,0.0,0.4478544296424827
-1.386934673366834,0.0,0.48070674247638445
-1.336683417085427,0.0,0.5078777946170957
-1.28643216080402,0.0,0.5282526362894451
-1.2361809045226129,0.0,0.5410018518733223
-1.1859296482412058,0.0,0.5456381610792029
-1.1356783919597988,0.0,0.542046456790414
-1.0854271356783918,0.0,0.5304848086371001
-1.0351758793969847,0.0,0.5115572011294695
-0.9849246231155777,0.0,0.4861617884644542
-0.9346733668341707,0.0,0.45542082134279827
-0.8844221105527637,0.0,0.4205998489670845
-0.8341708542713566,0.0,0.38302420467559717
-0.7839195979899496,0.0,0.34400020155435795
-0.7336683417085426,0.0,0.3047470932652196
-0.6834170854271355,0.0,0.2663439844419045
-0.6331658291457285,0.0,0.22969382242718828
-0.5829145728643215,0.0,0.19550465753044763
-0.5326633165829144,0.0,0.1642867418826409
-0.4824120603015074,0.0,0.1363628760285102
-0.4321608040201004,0.0,0.11188874572912451
-0.38190954773869334,0.0,0.09087978302648764
-0.3316582914572863,0.0,0.07324125062002913
-0.2814070351758793,0.0,0.058798680122728014
-0.23115577889447225,0.0,0.047326386071115334
-0.18090452261306522,0.0,0.038572436599149
-0.1306532663316582,0.0,0.03227911730434479
-0.08040201005025116,0.0,0.028198526384591006
-0.03015075376884413,0.0,0.02610345213877957
0.020100502512563345,0.0,0.025794084836478014
0.07035175879397038,0.0,0.027101387149568546
0.1206030150753774,0.0,0.02988807974880139
0.17085427135678444,0.0,0.03404818711745081
0.22110552763819147,0.0,0.03950593893091195
0.2713567839195985,0.0,0.0462145537761336
0.32160804020100553,0.0,0.054155079512167276
0.37185929648241256,0.0,0.06333507846959965
0.4221105527638196,0.0,0.07378658773578799
0.4723618090452266,0.0,0.08556252116473147
0.5226130653266337,0.0,0.09873057148932059
0.5728643216080407,0.0,0.11336376323641048
0.6231155778894477,0.0,0.12952711977732634
0.6733668341708547,0.0,0.14726042789651353
0.7236180904522618,0.0,0.16655776220452373
0.7738693467336688,0.0,0.18734518737528008
0.8241206030150758,0.0,0.20945877995192416
0.8743718592964829,0.0,0.23262568050986407
0.9246231155778899,0.0,0.2564511804684248
0.9748743718592969,0.0,0.28041476581597136
1.025125628140704,0.0,0.30387752258844686
1.075376884422111,0.0,0.3261023532938194
1.125628140703518,0.0,0.34628712501427517
1.175879396984925,0.0,0.3636093042538058
1.226130653266332,0.0,0.37727902650804646
1.2763819095477391,0.0,0.38659613288500966
1.3266331658291461,0.0,0.3910057173787487
1.3768844221105532,0.0,0.3901463635478822
1.4271356783919602,0.0,0.383885626504989
1.4773869346733672,0.0,0.3723384439645654
1.5276381909547743,0.0,0.3558659250627932
1.5778894472361813,0.0,0.33505414203931505
1.6281407035175883,0.0,0.3106748330296391
1.6783919597989954,0.0,0.28363198168589193
1.7286432160804024,0.0,0.25489976976648965
1.7788944723618094,0.0,0.22545818638774928
1.8291457286432165,0.0,0.1962325300989553
1.8793969849246235,0.0,0.16804220227579614
1.9296482412060305,0.0,0.14156273118288284
1.9798994974874375,0.0,0.1173031411137448
2.0301507537688446,0.0,0.09559888195824418
2.0804020100502516,0.0,0.07661883530330793
2.1306532663316586,0.0,0.060383624744231396
2.1809045226130657,0.0,0.046791700277864084
2.2311557788944727,0.0,0.03564946042162327
2.2814070351758797,0.0,0.026701954838074773
2.3316582914572868,0.0,0.019661347110687063
2.381909547738694,0.0,0.014231155246199126
2.432160804020101,0.0,0.010125172233058621
2.482412060301508,0.0,0.007080773348335503
2.532663316582915,3e-322,0.004866955125950997
2.582914572864322,1.7265801609721926e-300,0.003287882491113408
2.633165829145729,1.6965686494268066e-279,0.0021829452888308637
2.683417085427136,2.877355700926619e-259,0.0014243726168048673
2.733668341708543,8.422734148067195e-240,0.0009133690720579366
